"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2025-01-30 10:00:00","2025-01-30 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31336725,31336725,0,6392690,0.204
"2025-01-30 11:00:00","2025-01-30 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30785776,30785776,0,6280297,0.204
"2025-01-30 12:00:00","2025-01-30 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30937191,30937191,0,6311186,0.204
"2025-01-30 13:00:00","2025-01-30 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30432227,30432227,0,6208173,0.204
"2025-01-30 14:00:00","2025-01-30 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30458340,30458340,0,6213501,0.204
"2025-01-30 15:00:00","2025-01-30 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32536864,32536864,0,6637520,0.204
"2025-01-30 16:00:00","2025-01-30 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35951254,35951254,0,7334055,0.204
"2025-01-30 17:00:00","2025-01-30 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35861102,35861102,0,7315663,0.204
"2025-01-30 18:00:00","2025-01-30 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34720063,34720063,0,7082892,0.204
"2025-01-30 19:00:00","2025-01-30 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32667974,32667974,0,6664265,0.204
"2025-01-30 20:00:00","2025-01-30 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29425478,29425478,0,6002796,0.204
"2025-01-30 21:00:00","2025-01-30 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25010585,25010585,0,5102158,0.204
"2025-01-30 22:00:00","2025-01-30 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20989624,20989624,0,4281883,0.204
"2025-01-30 23:00:00","2025-01-31 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19033230,19033230,0,3882778,0.204
"2025-01-31 00:00:00","2025-01-31 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18770669,18770669,0,3829216,0.204
"2025-01-31 01:00:00","2025-01-31 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19263812,19263812,0,3929817,0.204
"2025-01-31 02:00:00","2025-01-31 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20478787,20478787,0,4177671,0.204
"2025-01-31 03:00:00","2025-01-31 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22783709,22783709,0,4647876,0.204
"2025-01-31 04:00:00","2025-01-31 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27475287,27475287,0,5604958,0.204
"2025-01-31 05:00:00","2025-01-31 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35876305,35876305,0,7318765,0.204
"2025-01-31 06:00:00","2025-01-31 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,43327700,43327700,0,8838850,0.204
"2025-01-31 07:00:00","2025-01-31 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,46122337,46122337,0,9408955,0.204
"2025-01-31 08:00:00","2025-01-31 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44360395,44360395,0,9049520,0.204
"2025-01-31 09:00:00","2025-01-31 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39305259,39305259,0,8018272,0.204
"2025-01-31 10:00:00","2025-01-31 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34928775,34928775,0,7125469,0.204
"2025-01-31 11:00:00","2025-01-31 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31814712,31814712,0,6490201,0.204
"2025-01-31 12:00:00","2025-01-31 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29352540,29352540,0,5987917,0.204
"2025-01-31 13:00:00","2025-01-31 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28616401,28616401,0,5837745,0.204
"2025-01-31 14:00:00","2025-01-31 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30171891,30171891,0,6155064,0.204
"2025-01-31 15:00:00","2025-01-31 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34307700,34307700,0,6998770,0.204
"2025-01-31 16:00:00","2025-01-31 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38158763,38158763,0,7784386,0.204
"2025-01-31 17:00:00","2025-01-31 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37985119,37985119,0,7748963,0.204
"2025-01-31 18:00:00","2025-01-31 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36813203,36813203,0,7509893,0.204
"2025-01-31 19:00:00","2025-01-31 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34957048,34957048,0,7131236,0.204
"2025-01-31 20:00:00","2025-01-31 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32251845,32251845,0,6579375,0.204
"2025-01-31 21:00:00","2025-01-31 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27972739,27972739,0,5706437,0.204
"2025-01-31 22:00:00","2025-01-31 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24074339,24074339,0,4911164,0.204
"2025-01-31 23:00:00","2025-02-01 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22376166,22376166,0,4564737,0.204
"2025-02-01 00:00:00","2025-02-01 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22133193,22133193,0,4515170,0.204
"2025-02-01 01:00:00","2025-02-01 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22402435,22402435,0,4570095,0.204
"2025-02-01 02:00:00","2025-02-01 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23476356,23476356,0,4789176,0.204
"2025-02-01 03:00:00","2025-02-01 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25030526,25030526,0,5106227,0.204
"2025-02-01 04:00:00","2025-02-01 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28086455,28086455,0,5729635,0.204
"2025-02-01 05:00:00","2025-02-01 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34046980,34046980,0,6945583,0.204
"2025-02-01 06:00:00","2025-02-01 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41009705,41009705,0,8365978,0.204
"2025-02-01 07:00:00","2025-02-01 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,47633605,47633605,0,9717254,0.204
"2025-02-01 08:00:00","2025-02-01 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,47772644,47772644,0,9745618,0.204
"2025-02-01 09:00:00","2025-02-01 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40682093,40682093,0,8299146,0.204
"2025-02-01 10:00:00","2025-02-01 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33945385,33945385,0,6924857,0.204
"2025-02-01 11:00:00","2025-02-01 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29077256,29077256,0,5931759,0.204
"2025-02-01 12:00:00","2025-02-01 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25823679,25823679,0,5268030,0.204
"2025-02-01 13:00:00","2025-02-01 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24369402,24369402,0,4971357,0.204
"2025-02-01 14:00:00","2025-02-01 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25399758,25399758,0,5181550,0.204
"2025-02-01 15:00:00","2025-02-01 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29983351,29983351,0,6116602,0.204
"2025-02-01 16:00:00","2025-02-01 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35787382,35787382,0,7300625,0.204
"2025-02-01 17:00:00","2025-02-01 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37134460,37134460,0,7575429,0.204
"2025-02-01 18:00:00","2025-02-01 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,36707037,36707037,0,7488235,0.204
"2025-02-01 19:00:00","2025-02-01 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35253476,35253476,0,7191708,0.204
"2025-02-01 20:00:00","2025-02-01 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,32946031,32946031,0,6720989,0.204
"2025-02-01 21:00:00","2025-02-01 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29215895,29215895,0,5960042,0.204
"2025-02-01 22:00:00","2025-02-01 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25004418,25004418,0,5100900,0.204
"2025-02-01 23:00:00","2025-02-02 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23282858,23282858,0,4749702,0.204
"2025-02-02 00:00:00","2025-02-02 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23115287,23115287,0,4715518,0.204
"2025-02-02 01:00:00","2025-02-02 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23745353,23745353,0,4844051,0.204
"2025-02-02 02:00:00","2025-02-02 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24995937,24995937,0,5099170,0.204
"2025-02-02 03:00:00","2025-02-02 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26871197,26871197,0,5481723,0.204
"2025-02-02 04:00:00","2025-02-02 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30023960,30023960,0,6124887,0.204
"2025-02-02 05:00:00","2025-02-02 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35431836,35431836,0,7228093,0.204
"2025-02-02 06:00:00","2025-02-02 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41777218,41777218,0,8522551,0.204
"2025-02-02 07:00:00","2025-02-02 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,48497011,48497011,0,9893390,0.204
"2025-02-02 08:00:00","2025-02-02 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,48702201,48702201,0,9935248,0.204
"2025-02-02 09:00:00","2025-02-02 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42459340,42459340,0,8661705,0.204
"2025-02-02 10:00:00","2025-02-02 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35996380,35996380,0,7343261,0.204
"2025-02-02 11:00:00","2025-02-02 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31253797,31253797,0,6375774,0.204
"2025-02-02 12:00:00","2025-02-02 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27678174,27678174,0,5646346,0.204
"2025-02-02 13:00:00","2025-02-02 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26035307,26035307,0,5311202,0.204
"2025-02-02 14:00:00","2025-02-02 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27009097,27009097,0,5509855,0.204
"2025-02-02 15:00:00","2025-02-02 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31475964,31475964,0,6421095,0.204
"2025-02-02 16:00:00","2025-02-02 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37476779,37476779,0,7645261,0.204
"2025-02-02 17:00:00","2025-02-02 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39312455,39312455,0,8019740,0.204
"2025-02-02 18:00:00","2025-02-02 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39069996,39069996,0,7970278,0.204
"2025-02-02 19:00:00","2025-02-02 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37835951,37835951,0,7718533,0.204
"2025-02-02 20:00:00","2025-02-02 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35070391,35070391,0,7154359,0.204
"2025-02-02 21:00:00","2025-02-02 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30408433,30408433,0,6203320,0.204
"2025-02-02 22:00:00","2025-02-02 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26046530,26046530,0,5313491,0.204
"2025-02-02 23:00:00","2025-02-03 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24804793,24804793,0,5060176,0.204
"2025-02-03 00:00:00","2025-02-03 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25109680,25109680,0,5122374,0.204
"2025-02-03 01:00:00","2025-02-03 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,26060438,26060438,0,5316328,0.204
"2025-02-03 02:00:00","2025-02-03 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27616215,27616215,0,5633707,0.204
"2025-02-03 03:00:00","2025-02-03 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30348750,30348750,0,6191144,0.204
"2025-02-03 04:00:00","2025-02-03 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35681514,35681514,0,7279028,0.204
"2025-02-03 05:00:00","2025-02-03 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44607441,44607441,0,9099917,0.204
"2025-02-03 06:00:00","2025-02-03 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,52251122,52251122,0,10659228,0.204
"2025-02-03 07:00:00","2025-02-03 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,54952974,54952974,0,11210406,0.204
"2025-02-03 08:00:00","2025-02-03 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,51473851,51473851,0,10500665,0.204
"2025-02-03 09:00:00","2025-02-03 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44269986,44269986,0,9031076,0.204
"2025-02-03 10:00:00","2025-02-03 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38090694,38090694,0,7770501,0.204
"2025-02-03 11:00:00","2025-02-03 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33479333,33479333,0,6829783,0.204
"2025-02-03 12:00:00","2025-02-03 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30007781,30007781,0,6121586,0.204
"2025-02-03 13:00:00","2025-02-03 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29047415,29047415,0,5925672,0.204
"2025-02-03 14:00:00","2025-02-03 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30900629,30900629,0,6303727,0.204
"2025-02-03 15:00:00","2025-02-03 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35727606,35727606,0,7288430,0.204
"2025-02-03 16:00:00","2025-02-03 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41454992,41454992,0,8456817,0.204
"2025-02-03 17:00:00","2025-02-03 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41940410,41940410,0,8555843,0.204
"2025-02-03 18:00:00","2025-02-03 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40527161,40527161,0,8267540,0.204
"2025-02-03 19:00:00","2025-02-03 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37785946,37785946,0,7708332,0.204
"2025-02-03 20:00:00","2025-02-03 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33902405,33902405,0,6916089,0.204
"2025-02-03 21:00:00","2025-02-03 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28201784,28201784,0,5753163,0.204
"2025-02-03 22:00:00","2025-02-03 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23355059,23355059,0,4764431,0.204
"2025-02-03 23:00:00","2025-02-04 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21907457,21907457,0,4469121,0.204
"2025-02-04 00:00:00","2025-02-04 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21826476,21826476,0,4452600,0.204
"2025-02-04 01:00:00","2025-02-04 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22141213,22141213,0,4516806,0.204
"2025-02-04 02:00:00","2025-02-04 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23184662,23184662,0,4729670,0.204
"2025-02-04 03:00:00","2025-02-04 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25297241,25297241,0,5160636,0.204
"2025-02-04 04:00:00","2025-02-04 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30260282,30260282,0,6173097,0.204
"2025-02-04 05:00:00","2025-02-04 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39081547,39081547,0,7972635,0.204
"2025-02-04 06:00:00","2025-02-04 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,45926270,45926270,0,9368958,0.204
"2025-02-04 07:00:00","2025-02-04 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,47713254,47713254,0,9733503,0.204
"2025-02-04 08:00:00","2025-02-04 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,46989153,46989153,0,9585786,0.204
"2025-02-04 09:00:00","2025-02-04 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44959530,44959530,0,9171743,0.204
"2025-02-04 10:00:00","2025-02-04 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42890462,42890462,0,8749653,0.204
"2025-02-04 11:00:00","2025-02-04 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40800771,40800771,0,8323356,0.204
"2025-02-04 12:00:00","2025-02-04 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38957113,38957113,0,7947250,0.204
"2025-02-04 13:00:00","2025-02-04 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38155889,38155889,0,7783800,0.204
"2025-02-04 14:00:00","2025-02-04 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38893846,38893846,0,7934343,0.204
"2025-02-04 15:00:00","2025-02-04 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40714212,40714212,0,8305698,0.204
"2025-02-04 16:00:00","2025-02-04 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,43652145,43652145,0,8905037,0.204
"2025-02-04 17:00:00","2025-02-04 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,43292576,43292576,0,8831685,0.204
"2025-02-04 18:00:00","2025-02-04 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41917740,41917740,0,8551218,0.204
"2025-02-04 19:00:00","2025-02-04 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,39324861,39324861,0,8022271,0.204
"2025-02-04 20:00:00","2025-02-04 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35386881,35386881,0,7218923,0.204
"2025-02-04 21:00:00","2025-02-04 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29055181,29055181,0,5927256,0.204
"2025-02-04 22:00:00","2025-02-04 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,23163991,23163991,0,4725453,0.204
"2025-02-04 23:00:00","2025-02-05 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20539043,20539043,0,4189963,0.204
"2025-02-05 00:00:00","2025-02-05 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20101029,20101029,0,4100609,0.204
"2025-02-05 01:00:00","2025-02-05 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20036895,20036895,0,4087526,0.204
"2025-02-05 02:00:00","2025-02-05 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,20512248,20512248,0,4184498,0.204
"2025-02-05 03:00:00","2025-02-05 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,22433691,22433691,0,4576472,0.204
"2025-02-05 04:00:00","2025-02-05 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,27185851,27185851,0,5545913,0.204
"2025-02-05 05:00:00","2025-02-05 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35654478,35654478,0,7273513,0.204
"2025-02-05 06:00:00","2025-02-05 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42627899,42627899,0,8696091,0.204
"2025-02-05 07:00:00","2025-02-05 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,44482860,44482860,0,9074502,0.204
"2025-02-05 08:00:00","2025-02-05 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42600762,42600762,0,8690555,0.204
"2025-02-05 09:00:00","2025-02-05 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38656439,38656439,0,7885913,0.204
"2025-02-05 10:00:00","2025-02-05 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34845087,34845087,0,7108397,0.204
"2025-02-05 11:00:00","2025-02-05 12:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,31750042,31750042,0,6477008,0.204
"2025-02-05 12:00:00","2025-02-05 13:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29829866,29829866,0,6085292,0.204
"2025-02-05 13:00:00","2025-02-05 14:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,28951351,28951351,0,5906074,0.204
"2025-02-05 14:00:00","2025-02-05 15:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,30006647,30006647,0,6121355,0.204
"2025-02-05 15:00:00","2025-02-05 16:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33587005,33587005,0,6851748,0.204
"2025-02-05 16:00:00","2025-02-05 17:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37318288,37318288,0,7612930,0.204
"2025-02-05 17:00:00","2025-02-05 18:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,37403612,37403612,0,7630335,0.204
"2025-02-05 18:00:00","2025-02-05 19:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,35833145,35833145,0,7309960,0.204
"2025-02-05 19:00:00","2025-02-05 20:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33155810,33155810,0,6763784,0.204
"2025-02-05 20:00:00","2025-02-05 21:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,29633129,29633129,0,6045158,0.204
"2025-02-05 21:00:00","2025-02-05 22:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,24280440,24280440,0,4953209,0.204
"2025-02-05 22:00:00","2025-02-05 23:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19616266,19616266,0,4001717,0.204
"2025-02-05 23:00:00","2025-02-06 00:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,17849852,17849852,0,3641368,0.204
"2025-02-06 00:00:00","2025-02-06 01:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,17787489,17787489,0,3628646,0.204
"2025-02-06 01:00:00","2025-02-06 02:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,18297235,18297235,0,3732635,0.204
"2025-02-06 02:00:00","2025-02-06 03:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,19238889,19238889,0,3924732,0.204
"2025-02-06 03:00:00","2025-02-06 04:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,21107711,21107711,0,4305972,0.204
"2025-02-06 04:00:00","2025-02-06 05:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,25573015,25573015,0,5216894,0.204
"2025-02-06 05:00:00","2025-02-06 06:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,33877419,33877419,0,6910992,0.204
"2025-02-06 06:00:00","2025-02-06 07:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,40948815,40948815,0,8353557,0.204
"2025-02-06 07:00:00","2025-02-06 08:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,42599921,42599921,0,8690383,0.204
"2025-02-06 08:00:00","2025-02-06 09:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,41090312,41090312,0,8382422,0.204
"2025-02-06 09:00:00","2025-02-06 10:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,38075769,38075769,0,7767456,0.204
"2025-02-06 10:00:00","2025-02-06 11:00:00",Nederland,LocalDistributionCompaniesCombination,Hour,UTC,Consuming,Current,34463104,34463104,0,7030472,0.204
